,Player,Team,Position,DOB,Age,Height,Weight,,,,
6247,JoshÿWatts,Brisbane,Defender,3 Jun 96,19yr,194cm,75kg,,,,
6722,JesseÿGlass-McCasker,Carlton,Defender,3 Jan 97,21yr,195cm,91kg,,,,
7012,LukeÿGoetz,Western Bulldogs,Ruck,3 Dec 97,18yr,201cm,97kg,,,,
7332,NathanÿMullenger-McHugh,Western Bulldogs,Forward,29 May 97,20yr,195cm,82kg,,,,
6456,LachlanÿLangford,Hawthorn,Forward,29 May 96,19yr,189cm,83kg,,,,
5853,IsaacÿConway,Brisbane,Midfield,29 May 95,18yr,185cm,85kg,,,,
1704,DylanÿOrval,Adelaide,Forward,29 Jul 93,19yr,191cm,80kg,,,,
7228,LachlanÿFilipovic,Melbourne,Ruck,29 Aug 98,19yr,199cm,90kg,,,,
5295,JackÿOsborn,Adelaide,Ruck,29 Apr 90,24yr,205cm,107kg,,,,
1673,NickÿJoyce,Adelaide,Midfield,28 Sep 93,19yr,184cm,77kg,,,,
5415,NickÿKommer,Essendon,Forward,28 Sep 90,25yr,184cm,78kg,,,,
6549,ReeceÿMcKenzie,Richmond,Forward,28 Mar 96,20yr,197cm,107kg,,,,
4651,PivaÿWright,Richmond,Defender,28 Jun 93,18yr,189cm,97kg,,,,
7470,GordonÿNarrier,North Melbourne,Forward,27 Nov 98,19yr,187cm,75kg,,,,
7248,MatthewÿTaylor,North Melbourne,Defender,27 Mar 97,20yr,186cm,78kg,,,,
5964,JamesÿToohey,Geelong,Defender,27 Mar 94,21yr,198cm,95kg,,,,
3782,JordanÿKelly,Western Bulldogs,Defender,27 Jun 93,21yr,191cm,85kg,,,,
4593,JohnÿHeslin,Richmond,Defender,27 Jun 92,19yr,188cm,88kg,,,,
4022,JaiÿSheahan,Melbourne,Forward,27 Jan 93,19yr,195cm,82kg,,,,
4952,MichaelÿMascoulis,West Coast,Midfield,27 Jan 93,19yr,186cm,78kg,,,,
7209,OllieÿHanrahan,Hawthorn,Midfield,27 Aug 98,20yr,183cm,74kg,,,,
6372,DeanÿGore,Adelaide,Midfield,26 Jun 96,20yr,182cm,86kg,,,,
7423,JoshuaÿJaska,Gold Coast,Defender,26 Feb 98,20yr,193cm,76kg,,,,
7459,OskarÿBaker,Melbourne,Midfield,25 May 98,20yr,182cm,76kg,,,,
5051,GerrickÿWeedon,West Coast,Forward,25 May 91,20yr,182cm,83kg,,,,
6179,PatrickÿMitchell,Sydney,Ruck,25 May 89,24yr,201cm,107kg,,,,
7269,EmmanuelÿIrra,Port Adelaide,Defender,25 Mar 94,24yr,183cm,82kg,,,,
5910,JohnnyÿRayner,Essendon,Midfield,25 Mar 91,23yr,184cm,68kg,,,,
2363,PaulÿCribbin,Collingwood,Defender,25 Jun 92,19yr,191cm,82kg,,,,
4842,EugeneÿKrueger,Sydney,Midfield,25 Jan 91,21yr,183cm,77kg,,,,
5278,MatthewÿPanos,Western Bulldogs,Forward,25 Jan 91,21yr,191cm,87kg,,,,
4887,MarkÿNicoski,West Coast,Forward,24 Nov 83,29yr,188cm,85kg,,,,
7090,LiamÿMackie,Collingwood,Defender,24 Aug 98,18yr,186cm,73kg,,,,
6903,MitchÿHibberd,Essendon,Midfield,23 Sep 96,21yr,190cm,85kg,,,,
1819,RichardÿNewell,Brisbane,Defender,23 Mar 93,20yr,186cm,80kg,,,,
7247,OscarÿJunker,North Melbourne,Midfield,23 Jan 98,20yr,193cm,84kg,,,,
6454,JermaineÿMiller-Lewis,Hawthorn,Forward,23 Feb 96,20yr,187cm,75kg,,,,
2480,LukeÿDavis,Essendon,Defender,23 Dec 92,20yr,191cm,93kg,,,,
6242,KeenanÿRamsey,Adelaide,Forward,23 Aug 96,19yr,192cm,86kg,,,,
4004,RoryÿTaggert,Melbourne,Midfield,22 Jun 93,19yr,188cm,88kg,,,,
2083,NickÿHeyne,St Kilda,Forward,22 Jul 90,21yr,187cm,85kg,,,,
4441,DannyÿButcher,Port Adelaide,Midfield,22 Jan 93,20yr,183cm,78kg,,,,
5965,NickÿBourke,Geelong,Midfield,22 Feb 95,19yr,191cm,79kg,,,,
6620,PaddyÿBrophy,West Coast,Defender,22 Feb 94,23yr,189cm,84kg,,,,
4444,MitchellÿCurnow,Port Adelaide,Ruck,22 Dec 92,19yr,201cm,84kg,,,,
6974,KyleÿGalloway,Sydney,Ruck,21 Nov 96,19yr,206cm,104kg,,,,
7495,MattÿLing,Sydney,Defender,21 Apr 99,19yr,183cm,75kg,,,,
6267,JoshÿMcGuinness,Brisbane,Defender,20 Sep 95,20yr,189cm,72kg,,,,
4443,JarradÿIrons,Port Adelaide,Midfield,20 Sep 92,19yr,179cm,75kg,,,,
4783,DylanÿMcNeil,Sydney,Midfield,20 Mar 91,21yr,175cm,75kg,,,,
2748,HaidenÿSchloithe,Fremantle,Midfield,20 Jun 93,19yr,182cm,82kg,,,,
2133,MatthewÿLodge,Carlton,Defender,20 Jun 93,18yr,186cm,85kg,,,,
4650,GibsonÿTurner,Richmond,Forward,20 Jul 93,18yr,177cm,69kg,,,,
5411,SeanÿGregory,Essendon,Defender,20 Jan 94,20yr,196cm,76kg,,,,
6198,DylanÿMain,West Coast,Midfield,2 Sep 95,19yr,190cm,79kg,,,,
6359,SeanÿHurley,Fremantle,Defender,2 Mar 92,24yr,196cm,92kg,,,,
2364,ShaeÿMcNamara,Collingwood,Ruck,2 Jun 85,26yr,204cm,104kg,,,,
6385,PadraigÿLucey,Geelong,Ruck,2 Jul 92,23yr,203cm,98kg,,,,
2131,MitchellÿCarter,Carlton,Midfield,2 Jul 91,20yr,184cm,82kg,,,,
6178,LloydÿPerris,Sydney,Midfield,2 Jan 95,20yr,179cm,74kg,,,,
6987,JordanÿSnadden,West Coast,Midfield,2 Aug 97,19yr,190cm,79kg,,,,
4023,LeighÿWilliams,Melbourne,Forward,19 May 90,21yr,193cm,85kg,,,,
7502,JakeÿBrown,Sydney,Midfield,19 Mar 98,20yr,185cm,76kg,,,,
6763,GachÿNyuon,Essendon,Ruck,19 Mar 97,19yr,199cm,88kg,,,,
7546,MattÿOwies,Carlton,Forward,19 Mar 97,22yr,185cm,89kg,,,,
5585,NathanÿStark,Melbourne,Midfield,19 Jul 94,18yr,177cm,70kg,,,,
5891,MatthewÿScharenberg,Collingwood,Defender,18 Sep 95,23yr,191cm,93kg,,,,
5518,JosephÿRedfern,Greater Western Sydney,Midfield,18 Nov 94,18yr,187cm,88kg,,,,
4097,GavinÿUrquhart,North Melbourne,Defender,18 May 88,23yr,181cm,81kg,,,,
6638,DeclanÿHamilton,Western Bulldogs,Midfield,18 Mar 96,21yr,182cm,68kg,,,,
6305,MichaelÿManteit,Collingwood,Defender,18 Jul 96,18yr,186cm,82kg,,,,
6229,HarryÿDear,Adelaide,Defender,18 Aug 96,21yr,198cm,97kg,,,,
5990,JarredÿEllis,Gold Coast,Defender,18 Apr 95,20yr,189cm,80kg,,,,
1617,JamesÿCraig,Adelaide,Ruck,18 Apr 91,21yr,196cm,95kg,,,,
6202,RowenÿPowell,West Coast,Defender,17 Sep 95,19yr,193cm,80kg,,,,
2082,RohanÿKerr,Carlton,Forward,17 Nov 91,20yr,184cm,80kg,,,,
6881,LiamÿHulett,Melbourne,Forward,17 Mar 97,20yr,193cm,90kg,,,,
6120,MitchellÿHarvey,Port Adelaide,Forward,17 Aug 95,19yr,196cm,96kg,,,,
3563,JoshÿGrowden,Greater Western Sydney,Midfield,17 Apr 93,20yr,184cm,80kg,,,,
2526,MichaelÿRoss,Essendon,Defender,16 Sep 91,20yr,185cm,75kg,,,,
6528,JohannÿWagner,Port Adelaide,Midfield,16 Oct 90,24yr,190cm,90kg,,,,
4195,MalcolmÿLynch,North Melbourne,Forward,16 Mar 88,24yr,184cm,86kg,,,,
4762,JordanÿLockyer,Sydney,Defender,15 Jun 93,20yr,191cm,91kg,,,,
5939,MichaelÿWood,Fremantle,Forward,15 Jul 94,19yr,191cm,75kg,,,,
2559,HalÿHunter,Essendon,Defender,15 Jul 93,19yr,187cm,84kg,,,,
5630,MasonÿShaw,Port Adelaide,Forward,15 Jan 94,21yr,197cm,89kg,,,,
3062,RyanÿBathie,Geelong,Ruck,15 Apr 87,26yr,198cm,102kg,,,,
4009,KelvinÿLawrence,Melbourne,Forward,14 Oct 92,19yr,180cm,75kg,,,,
5200,JamesÿMulligan,Western Bulldogs,Defender,14 Jun 89,22yr,199cm,99kg,,,,
2394,BrentÿPrismall,Essendon,Midfield,14 Jul 86,25yr,186cm,83kg,,,,
7516,RyanÿBurrows,West Coast,Forward,13 Nov 98,19yr,186cm,81kg,,,,
7194,LachieÿTiziani,Greater Western Sydney,Forward,13 Mar 97,21yr,189cm,82kg,,,,
2790,GavinÿRoberts,Fremantle,Forward,13 Mar 91,21yr,188cm,80kg,,,,
5613,EricÿWallace,North Melbourne,Ruck,13 Dec 88,26yr,197cm,102kg,,,,
6724,MattÿKorcheck,Carlton,Ruck,12 Oct 91,25yr,208cm,105kg,,,,
7461,HarrisonÿPetty,Melbourne,Defender,12 Nov 99,19yr,195cm,82kg,,,,
6793,MatthewÿHayball,Geelong,Defender,12 Mar 97,21yr,181cm,63kg,,,,
6431,PatrickÿMcKenna,Melbourne,Defender,12 Aug 96,21yr,186cm,76kg,,,,
1828,JoshÿDyson,Brisbane,Midfield,12 Aug 91,20yr,181cm,71kg,,,,
7337,JacksonÿEdwards,Adelaide,Midfield,11 Oct 99,18yr,185cm,77kg,,,,
7636,HarrisonÿReynolds,Sydney,Defender,11 Oct 00,18yr,190cm,74kg,,,,
5323,NicholasÿHayes,Brisbane,Forward,11 Aug 94,19yr,188cm,80kg,,,,
7087,MitchÿMcCarthy,Collingwood,Ruck,10 Oct 97,19yr,196cm,87kg,,,,
6589,SeanÿMcLaren,Sydney,Forward,10 Jan 96,19yr,197cm,92kg,,,,
5608,MitchellÿWilkins,North Melbourne,Defender,1 Oct 94,19yr,184cm,78kg,,,,
7220,DionÿJohnstone,Melbourne,Midfield,1 Jun 98,19yr,177cm,73kg,,,,
6280,JaydenÿFoster,Carlton,Forward,1 Jun 95,20yr,195cm,90kg,,,,
6215,MattÿFuller,Western Bulldogs,Defender,1 Jun 90,24yr,180cm,84kg,,,,
7131,LukeÿStrnadica,Fremantle,Ruck,1 Jan 98,20yr,199cm,93kg,,,,
6884,MitchÿKing,Melbourne,Ruck,1 Jan 97,21yr,200cm,98kg,,,,
6306,BrendenÿAbbott,Collingwood,Forward,1 Jan 95,20yr,186cm,92kg,,,,
6745,DarreanÿWyatt,Collingwood,Forward,1 Dec 92,23yr,203cm,98kg,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
